Price in Dollars,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days
28137,Sport Boat,Viko power boats,"Used boat,Unleaded",2017,6.1,2.5,GRP,Germany,138
28137,Pontoon Boat,Cantieri Nautici Ferrario power boats,New boat from stock,2018,6.5,2.4,GRP,Italy,110
28137,Pontoon Boat,Ranieri International power boats,"New boat from stock,Unleaded",2019,6.05,2.42,GRP,Italy,69
28137,Cabin Boat,Formula power boats,"Used boat,Unleaded",1995,8.61,2.9,GRP,Spain,93
28137,Water ski,Correct Craft power boats,"Used boat,Unleaded",1995,5,2,GRP,Germany,260
28137,Motor Yacht,Bella power boats,Used boat,2008,6.5,2.42,GRP,Croatia,119
28137,"Motor Yacht,Sport Boat,Trawler",Sea Ray power boats,"Used boat,Unleaded",1996,8.9,2.9,GRP,Italy,605
28137,Sport Boat,Faeton power boats,"Used boat,Unleaded",2002,7.39,2.66,GRP,Germany,100
28137,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2007,7.07,2.78,PVC,France,161
28137,Pontoon Boat,Ranieri International power boats,"New boat from stock,Unleaded",2020,6.05,2.42,GRP,Switzerland,48
28250,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1998,7.5,2.5,GRP,Italy,100
28250,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2007,6.66,2.64,PVC,France,103
28250,Bowrider,Glastron power boats,"Used boat,Unleaded",2007,6,2,PVC,Portugal,287
28250,Flybridge,Dellapasqua power boats,"Used boat,Unleaded",1996,8.22,2.99,GRP,Italy,169
28250,Sport Boat,Colombo power boats,"Used boat,Unleaded",1986,6.4,2.2,GRP,Italy,181
28250,Sport Boat,Saver power boats,Used boat,2001,7.45,2.64,GRP,Italy,94
28250,Sport Boat,Bayliner power boats,Used boat,1991,9.81,3.41,GRP,Greece,197
28250,Cabin Boat,Scand power boats,Used boat,1983,7.62,2.8,GRP,Netherland,160
28250,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2006,7.65,2.5,GRP,Italy,271
28250,Launch,Campion power boats,"Used boat,Unleaded",2001,7.38,2.62,GRP,Spain,170
28250,Flybridge,Raffaelli power boats,"Used boat,Diesel",1979,10.6,3.6,GRP,Italy,231
30240,"Cabin Boat,Motor Yacht",Sea Ray power boats,"Used boat,Unleaded",1996,8.05,2.59,Plastic,Switzerland,1136
29267,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1995,8.05,2.59,GRP,Germany,278
29267,Fishing Boat,Trophy power boats,"Used boat,Unleaded",2008,7.14,2.57,GRP,Slovenia,195
29267,Center console boat,Bayliner power boats,"New boat from stock,Unleaded",2018,6,2,PVC,France,80
29267,Sport Boat,Sunseeker power boats,"Used boat,Unleaded",1987,8.26,2.57,GRP,Germany,321
29267,Sport Boat,Regal power boats,"Used boat,Unleaded",2007,6.7,2.5,PVC,France,165
29267,Motor Yacht,Draco power boats,"Used boat,Diesel",1991,6.77,2.28,GRP,Germany,187
29267,Cabin Boat,Chaparral power boats,"Used boat,Unleaded",1995,7.6,2.59,GRP,Germany,217
30284,Pontoon Boat,Saver power boats,New boat from stock,2020,6.6,2.45,GRP,Italy,94
31212,Pilothouse,Drago Boats power boats,"New boat from stock,Unleaded",2017,5.1,2.13,GRP,Switzerland,138
31212,Center console boat,Morningstar power boats,"New boat from stock,Unleaded",2019,4.98,2,Aluminium,Switzerland,173
31212,Water ski,Nautique power boats,"Used boat,Unleaded",1996,2.32,5.6,GRP,Switzerland,205
31212,Center console boat,Morningstar power boats,New boat from stock,2019,5,2,Aluminium,Switzerland,158
31212,Cabin Boat,Galaxy power boats,"Used boat,Unleaded",1990,8.1,2.45,GRP,Switzerland,654
30171,Pontoon Boat,Ranieri International power boats,"New boat from stock,Unleaded",2020,6.5,2.4,GRP,Italy,97
30171,Pontoon Boat,Ranieri International power boats,"New boat from stock,Unleaded",2020,6.5,2.4,GRP,Switzerland,137
30080.6,Deck Boat,Sessa power boats,New boat from stock,2020,6.1,2.33,GRP,Italy,224
30780,Bowrider,Clear power boats,"Used boat,Unleaded",2014,6.15,2.2,GRP,Switzerland,549
30996,Bowrider,Bella power boats,Display Model,2018,5.3,2.2,GRP,Switzerland,198
29986.8,Center console boat,Jeanneau power boats,New boat from stock,2020,6.77,2.48,GRP,Germany,55
31860,Fishing Boat,Linder power boats,"New boat from stock,Unleaded",2020,4.6,1.85,Aluminium,Switzerland,191
31860,Motor Yacht,Quicksilver power boats,"Used boat,Unleaded",2018,5.47,2.29,GRP,Rolle,304
31860,Cabin Boat,Carver power boats,"Used boat,Unleaded",1996,8.43,2.62,GRP,Switzerland,276
31860,Motor Yacht,Windy power boats,"Used boat,Unleaded",1989,9.1,3,GRP,Switzerland,457
31860,Hardtop,Bella power boats,"Used boat,Diesel",2002,6.3,2.25,Plastic,Switzerland,973
30645.6,Sport Boat,Quicksilver (Brunswick Marine) power boats,"New boat on order,Unleaded",2020,5.07,2.12,GRP,Germany,56
31536,Fishing Boat,Smartliner power boats,New boat from stock,2020,6.28,2.24,GRP,Switzerland,228
30510,Motor Yacht,Cranchi power boats,"Used boat,Unleaded",1992,9.5,3.29,GRP,Italy,120
31527,Working Boat,Viking power boats,New boat from stock,2020,7.52,2.43,Aluminium,Germany,227
31527,Sport Boat,Sting power boats,New boat from stock,2016,6.08,2.37,GRP,Germany,111
31527,Pilothouse,Marinello power boats,New boat from stock,2018,6.5,2.48,GRP,Germany,308
31527,Pontoon Boat,Ranieri International power boats,"New boat from stock,Unleaded",2019,6.05,2.4,GRP,Italy,41
31527,Motor Yacht,Doral power boats,"Used boat,Unleaded",1991,8.25,2.89,GRP,Netherland,131
31527,Sport Boat,Sunseeker power boats,"Used boat,Diesel",1992,8.78,2.75,GRP,Germany,377
31527,Cabin Boat,Bella power boats,"Used boat,Diesel",2007,7.05,2.47,GRP,Germany,294
32292,"Classic,Sport Boat,Water ski",Boesch power boats,"Used boat,Unleaded",1983,5.7,2.2,Wood,Switzerland,511
32292,Offshore Boat,Seebold power boats,"Used boat,Unleaded",1992,7.75,2.48,GRP,Switzerland,359
33480,Sport Boat,Nidelv power boats,"Used boat,Diesel",2001,6.1,2.3,GRP,Switzerland,385
32257,Center console boat,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2020,6.43,2.5,PVC,France,27
32205,Working Boat,Viking power boats,New boat from stock,2020,7.65,2.48,Aluminium,Germany,252
32205,Sport Boat,Bayliner power boats,"Used boat,Diesel",1997,8.69,3,GRP,Croatia,169
32205,Sport Boat,ManÃƒÂ² power boats,"Used boat,Unleaded",2005,9.2,3,GRP,Italy,81
32205,Deck Boat,Marinello power boats,"Used boat,Unleaded",2012,5.8,2.29,GRP,Germany,93
32205,Sport Boat,Cranchi power boats,"Used boat,Unleaded",1992,9,3,GRP,Croatia,143
32205,Cabin Boat,Maxum power boats,"Used boat,Unleaded",1993,7.2,2.5,GRP,Belgium,286
32205,Motor Yacht,Larson power boats,"Used boat,Unleaded",1998,8.83,3.04,GRP,Germany,241
32770,Deck Boat,Quicksilver (Brunswick Marine) power boats,"New boat from stock,Unleaded",2018,6.75,2.54,GRP,Italy,161
32770,Pontoon Boat,Seaswirl power boats,"Used boat,Diesel",2010,7,2.55,GRP,Italy,194
32770,Cabin Boat,Bella power boats,"Used boat,Diesel",2005,7.05,2.47,GRP,Netherland,196
32770,Motor Yacht,Princess power boats,"Used boat,Diesel",1979,11,3.78,GRP,Croatia,314
32770,Sport Boat,Cobalt power boats,"Used boat,Unleaded",2001,6.86,2.59,GRP,Italy,119
32770,Cabin Boat,Apreamare power boats,"Used boat,Diesel",1993,8.05,2.85,GRP,Italy,205
32770,Sport Boat,Cranchi power boats,"Used boat,Unleaded",2000,7.57,2.59,GRP,Italy,64
32770,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",1990,9.2,3.25,GRP,Italy,233
32770,Pilothouse,Polar Boats power boats,"Used boat,Diesel",1987,8.77,3.18,GRP,Germany,199
32770,Pilothouse,Faeton power boats,"Used boat,Unleaded",2000,7.9,2.8,PVC,Spain,87
32770,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2009,7.01,2.5,PVC,Belgium,393
33787,Sport Boat,Boston Whaler power boats,"Used boat,Unleaded",1992,7.85,2.47,PVC,France,100
33787,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2006,6.96,2.55,GRP,Donau,851
33787,Cabin Boat,Skarpnes power boats,Used boat,1984,9.1,3.3,GRP,Netherland,94
33787,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1987,8.23,3.05,GRP,Germany,90
33674,Sport Boat,Saver power boats,"Display Model,Unleaded",2019,5.6,2.23,GRP,Germany,87
33674,Bowrider,Jeanneau power boats,"Used boat,Unleaded",2018,5.21,2.36,PVC,France,46
33674,Sport Boat,Nidelv power boats,"Used boat,Unleaded",2005,6.26,2.3,GRP,Germany,622
33504.5,Sport Boat,Quicksilver (Brunswick Marine) power boats,"New boat from stock,Unleaded",2019,5.07,2.12,GRP,Germany,102
34560,Sport Boat,Ranieri power boats,"Used boat,Unleaded",2018,5.65,2.2,GRP,Switzerland,288
33000,Motor Yacht,Regal power boats,"Used boat,Unleaded",1999,8.75,2.85,GRP,Denmark,382
33335,Sport Boat,Rancraft power boats,"Used boat,Unleaded",2001,7.5,2.59,GRP,Belgium,146
33900,Classic,Storebro power boats,"Used boat,Unleaded",1954,7.5,2.4,Wood,Germany,87
33900,Motor Yacht,Blumar power boats,"Used boat,Unleaded",2008,8.01,2.85,GRP,Italy,253
33900,Cabin Boat,Crownline power boats,"Used boat,Unleaded",1995,8.13,2.5,GRP,Switzerland,677
33900,"Classic,Sport Boat",Ilver power boats,"Used boat,Unleaded",1978,7.8,2.67,GRP,Netherland,313
33900,Motor Yacht,Blohm + Voss power boats,"Used boat,Unleaded",1970,10,3.25,GRP,Germany,324
33900,Sport Boat,Arvor power boats,"Used boat,Diesel",2008,7,2,GRP,Croatia,87
33900,Sport Boat,Quicksilver power boats,"Used boat,Unleaded",2001,9.4,2.96,PVC,France,122
33900,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2002,9,3,GRP,Italy,234
33900,Sport Boat,Slepsk power boats,"Used boat,Electric",2010,5.87,2.32,GRP,Austria,144
33900,Pontoon Boat,Acroplast power boats,"Used boat,Electric",2015,7.8,2.5,GRP,France,137
33900,Motor Yacht,Wellcraft power boats,"Used boat,Diesel",1991,10.2,3.5,GRP,Italy,162
34917,Deck Boat,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2018,5.5,2.34,PVC,France,69
34917,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1979,10,3.5,GRP,Germany,167
34832.3,Bowrider,Parker power boats,"New boat from stock,Unleaded",2019,6.05,2.25,GRP,Germany,65
34826.6,Sport Boat,Quicksilver (Brunswick Marine) power boats,"New boat on order,Unleaded",2020,5.07,2.12,GRP,Germany,62
34815.3,Motor Yacht,Parker power boats,"New boat from stock,Unleaded",2019,6.05,2.25,GRP,Germany,71
35640,Cabin Boat,Hollandia power boats,"Used boat,Diesel",1991,10.3,3.3,Steel,Switzerland,576
34689.9,Bowrider,Bayliner power boats,"New boat on order,Unleaded",2020,5.7,2.26,GRP,Germany,136
35640,Motor Yacht,Regal power boats,"Used boat,Unleaded",1989,8.5,2.55,GRP,Lagos,1033
35348.4,Fishing Boat,FÃƒÂ¼llemann power boats,New boat from stock,2018,6.03,1.9,GRP,Switzerland,164
36160,Sport Boat,Bayliner power boats,"Used boat,Diesel",1995,7,2.59,Carbon Fiber,Spain,150
37260,Cabin Boat,Bella power boats,Used boat,2005,6.5,2.42,GRP,Switzerland,535
36047,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2000,9,2,GRP,Croatia,295
36047,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2010,7.23,2.78,PVC,France,74
36047,Sport Boat,Cobalt power boats,"Used boat,Unleaded",1999,7.62,2.59,GRP,Germany,146
35967.9,Bowrider,Galia power boats,"New boat from stock,Unleaded",2019,5.2,2.1,GRP,Switzerland,166
37087.2,Deck Boat,Quicksilver (Brunswick Marine) power boats,"New boat from stock,Unleaded",2020,6.12,2.4,GRP,Switzerland,158
36720,Sport Boat,Ilver power boats,"Used boat,Unleaded",1984,10.8,3.1,GRP,Switzerland,280
36725,Trawler,Pedro power boats,Used boat,1982,8.6,2.8,Steel,Netherland,146
36725,Pontoon Boat,Cantieri Nautici Ferrario power boats,"New boat from stock,Unleaded",2019,6.5,2.4,GRP,Italy,36
36725,Cabin Boat,Coverline power boats,"Used boat,Diesel",2006,7.6,2.5,GRP,Germany,175
36725,Runabout,AYROS power boats,New boat from stock,2019,6.99,2.55,GRP,Italy,81
36725,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1991,9.95,2.74,GRP,Germany,396
36725,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2002,8.76,3,PVC,Netherland,212
36713.7,Center console boat,Pacific Craft power boats,"Used boat,Unleaded",2018,6.24,2.5,PVC,France,36
37290,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2007,7.3,2.55,PVC,Russia,113
37290,Flybridge,Fiart Mare power boats,"Used boat,Diesel",1989,11.34,3.68,GRP,Italy,139
37290,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2015,5.79,2.46,PVC,France,74
37290,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2006,7.62,2.56,GRP,Greece,165
37290,Sport Boat,Antaris power boats,"Used boat,Unleaded",2008,7,2,GRP,Croatia,63
37290,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2012,7.23,2.78,PVC,France,101
37290,Sport Boat,IRON power boats,New boat on order,2020,6.52,2.44,GRP,Germany,87
37290,Center console boat,Ranieri power boats,"Used boat,Unleaded",2013,8.05,2.5,PVC,France,107
37290,Cabin Boat,Cranchi power boats,"Used boat,Unleaded",2000,9.1,2.9,GRP,Italy,118
37290,"Sport Boat,Wakeboard/Wakesurf",MasterCraft power boats,"Used boat,Unleaded",2006,6.1,2.5,Carbon Fiber,Poland,596
37290,"Pilothouse,Sport Boat",Arvor power boats,"Used boat,Diesel",2012,7.3,2.78,GRP,Stralsund,267
37290,"Cabin Boat,Motor Yacht",Coverline power boats,"Used boat,Diesel",2004,8.39,2.39,GRP,Austria,403
37290,Sport Boat,Cranchi power boats,Used boat,2002,8.5,3,GRP,Italy,187
38420,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2017,5.72,2.4,PVC,Spain,75
38420,Deck Boat,Sunchaser power boats,Used boat,2019,6.17,2.5,Aluminium,Italy,80
38420,Sport Boat,ST power boats,"Used boat,Unleaded",2012,7.65,2.98,PVC,France,70
38420,Cabin Boat,Chaparral power boats,"Used boat,Diesel",1993,9.2,3,GRP,Germany,166
38420,Cabin Boat,Maxum power boats,"Used boat,Unleaded",2005,7.92,2.59,GRP,Germany,284
38307,Sport Boat,Rio power boats,"Used boat,Unleaded",2005,7.9,2.55,GRP,Germany,248
38307,Cabin Boat,Chaparral power boats,"Used boat,Unleaded",1997,9.5,3,GRP,Germany,272
38307,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",2004,8,2,GRP,Croatia,244
38307,Sport Boat,Rinker power boats,"Used boat,Unleaded",2000,8.46,2.76,GRP,Germany,249
39437,Deck Boat,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2017,6.4,2.52,PVC,France,39
39437,Sport Boat,Saver power boats,"Used boat,Unleaded",2006,7.5,2.64,PVC,Spain,126
39437,Cabin Boat,Cranchi power boats,"Used boat,Unleaded",2002,8.44,2.97,GRP,Germany,177
39437,Center console boat,Invictus power boats,"New boat from stock,Unleaded",2020,7.45,2.5,GRP,Switzerland,301
39437,Pontoon Boat,Faeton power boats,"Used boat,Unleaded",2006,7.49,2.7,GRP,Italy,206
39437,Sport Boat,Maxum power boats,"Used boat,Unleaded",1998,9,3,GRP,Croatia,158
39437,Sport Boat,Chaparral power boats,"Used boat,Unleaded",2007,7,2,PVC,Spain,103
39437,Fishing Boat,Osprey power boats,New boat from stock,2000,8,2.8,GRP,Netherland,128
39437,Sport Boat,Galeon power boats,"Used boat,Unleaded",2012,6.82,2.51,PVC,Netherland,93
39437,"House Boat,Motor Yacht",Pedro power boats,"Used boat,Diesel",1980,11.7,3.5,Steel,Italy,353
39355.6,Pilothouse,Jeanneau power boats,New boat from stock,2019,6.4,2.45,GRP,Switzerland,220
39324,Pontoon Boat,Saver power boats,"Display Model,Unleaded",2020,7.75,2.55,GRP,Italy,295
39324,Sport Boat,Crownline power boats,"Used boat,Diesel",1999,7,2.6,GRP,Germany,172
39550,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2004,7.92,2.44,GRP,Spain,162
39550,Sport Boat,Crownline power boats,Used boat,2009,6.83,2.59,GRP,Italy,160
39550,Deck Boat,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2016,6.23,2.52,PVC,France,42
39550,Motor Yacht,Sea Ray power boats,Used boat,1990,9.3,3.2,GRP,Germany,158
39550,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1987,6.15,2,GRP,Turkey,51
39550,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2004,8.25,2.94,PVC,France,85
39550,Pilothouse,Ocqueteau power boats,"Used boat,Diesel",2003,8.35,2.95,PVC,France,69
39550,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2005,7.6,2.75,PVC,France,38
39550,Sport Boat,Cruisers Yachts power boats,"Used boat,Unleaded",1994,9.7,3.2,GRP,Germany,128
39550,Fishing Boat,San Remo power boats,"Used boat,Unleaded",2017,6.35,2.5,GRP,Portugal,92
39550,Cabin Boat,Cranchi power boats,"Used boat,Unleaded",1996,9.69,3.07,GRP,Italy,199
39550,Motor Yacht,Four Winns power boats,"Used boat,Unleaded",1992,9.95,3.15,GRP,Netherland,172
39550,Motor Yacht,Gillissen power boats,Used boat,1968,9.7,3.3,Steel,Netherland,49
40113.9,Bowrider,Quicksilver (Brunswick Marine) power boats,"New boat from stock,Unleaded",2020,6.2,2.34,GRP,Germany,48
40058.5,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"New boat on order,Unleaded",2020,5.94,2.4,GRP,Germany,40
40023.5,Center console boat,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2020,5.56,2.26,PVC,France,27
40002,Sport Boat,Gropp power boats,"New boat from stock,Unleaded",2020,6.9,1.78,Aluminium,Switzerland,106
39832.5,Bowrider,Bayliner power boats,"New boat from stock,Unleaded",2020,5.7,2.26,GRP,Germany,131
39776,Pilothouse,Quicksilver power boats,"Used boat,Unleaded",2016,5.75,2.54,PVC,France,114
39776,Pilothouse,Quicksilver power boats,Used boat,2016,5.75,2.54,PVC,France,93
41040,Motor Yacht,Tullio Abbate power boats,"Used boat,Unleaded",1998,11.5,2.85,GRP,Switzerland,355
41040,Deck Boat,Harris FloteBote power boats,"Used boat,Unleaded",2007,7.3,2.59,Aluminium,Switzerland,325
41040,Sport Boat,Rinker power boats,"Used boat,Unleaded",2002,7.16,2.59,GRP,Switzerland,486
41040,Runabout,Boesch power boats,"Used boat,Unleaded",1992,5.3,2.14,Wood,Switzerland,320
41040,Sport Boat,Colombo power boats,"Used boat,Unleaded",2004,6.94,2.27,GRP,Switzerland,915
40986,Sport Boat,Bella power boats,New boat from stock,2019,6.58,2.38,GRP,Switzerland,283
41147.8,Center console boat,Jeanneau power boats,New boat from stock,2020,7.74,2.52,GRP,Germany,65
42120,Motor Yacht,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2005,8.04,2.89,GRP,Switzerland,294
42120,Cabin Boat,Windy power boats,"Used boat,Unleaded",1992,7.8,2.5,GRP,Switzerland,309
42357.6,Bowrider,Quicksilver (Brunswick Marine) power boats,"New boat from stock,Unleaded",2020,5.73,2.29,GRP,Switzerland,131
40962.5,Sport Boat,KaasbÃƒÂ¸ll power boats,"Used boat,Unleaded",2009,6.6,2.3,Aluminium,Germany,187
42303.6,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"New boat from stock,Unleaded",2020,6.02,2.34,GRP,Switzerland,269
42120,Trawler,Escape Sloepen power boats,"New boat from stock,Electric",2018,7.5,2.5,GRP,Switzerland,166
42120,Cabin Boat,Nimbus power boats,"Used boat,Unleaded",1995,6.65,2.42,Plastic,Switzerland,403
42066,Cabin Boat,Lunde power boats,"Used boat,Diesel",1988,7.15,2.63,GRP,Lagos,312
40680,Flybridge,Boston Whaler power boats,"Used boat,Unleaded",2000,7.87,2.59,GRP,Italy,267
43695.7,Bowrider,Nordkapp power boats,New boat from stock,2019,6.06,2.2,GRP,Switzerland,172
43200,Cabin Boat,Nimbus power boats,"Used boat,Unleaded",1996,7.8,2.65,GRP,Switzerland,304
43513.2,Motor Yacht,Quicksilver (Brunswick Marine) power boats,"New boat from stock,Unleaded",2020,6.74,2.55,GRP,Switzerland,194
43092,Sport Boat,Scout Boats power boats,"Used boat,Unleaded",2012,6.8,2.59,GRP,Lagos,199
43243.2,Sport Boat,Quicksilver (Brunswick Marine) power boats,"New boat from stock,Unleaded",2019,5.94,2.4,GRP,Switzerland,144
41810,Pilothouse,AMT power boats,New boat from stock,2020,6.4,2.4,GRP,Germany,109
41810,Bowrider,Yamarin power boats,"Used boat,Unleaded",2017,5.66,2.17,Aluminium,Germany,120
41810,Pontoon Boat,Crownline power boats,"Used boat,Unleaded",2005,8.1,2.55,GRP,Italy,404
41810,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2009,7.8,2.9,PVC,France,109
41810,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2004,7.28,2.89,PVC,France,71
41810,Sport Boat,Bavaria power boats,"Used boat,Unleaded",2003,8.86,2.98,GRP,Italy,215
42940,Pilothouse,Rodman power boats,"Used boat,Diesel",2002,8.4,3.05,PVC,France,88
42940,Sport Boat,Quicksilver power boats,"New boat from stock,Unleaded",2020,6,2.34,GRP,Germany,91
42940,Deck Boat,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2019,6.23,2.52,PVC,France,76
42940,Flybridge,Jeanneau power boats,"Used boat,Diesel",1989,10,3.45,PVC,France,67
42940,Pontoon Boat,Saver power boats,Used boat,2020,7.75,2.55,GRP,Italy,131
42940,Trawler,Broom power boats,"Used boat,Diesel",1990,9.7,3.6,PVC,France,70
42940,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2004,8.99,2.95,GRP,France,103
42940,Cabin Boat,Alfastreet Marine power boats,"Used boat,Electric",2014,7.8,2.45,GRP,Austria,123
42940,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2002,9.18,3.1,PVC,France,82
43957,Pontoon Boat,Italmar power boats,"Used boat,Unleaded",2017,6.5,2.4,GRP,Germany,222
43957,Cabin Boat,Biam power boats,"Used boat,Diesel",1995,8.35,2.85,GRP,Netherland,161
43957,Sport Boat,Princess power boats,"Used boat,Diesel",1991,9,3,GRP,Croatia,113
